feature_1,feature_2,feature_3,feature_4,feature_5,target,category
-0.038769050918666614,-0.6492390080230142,-0.2247456205149846,-1.3462749832381498,0.1268793967486328,0,A
1.0052841970939037,-1.3732388152011412,1.157346311723567,0.12649323990899375,1.4227991502650217,0,C
-0.7424547815870448,-0.5732572418181131,1.6884421557461313,-2.588236607468902,0.7625617821222722,0,B
-1.0871580260903222,1.7585822233655573,-0.930664217960387,0.7646140950814801,2.4153987156626373,1,A
-0.9417584963132791,0.36791336895207083,-0.5493598549354416,-2.0299186217867327,-1.503956716769212,0,A
1.2486105574331314,-1.5990824317543084,-1.5534277984667928,-1.0627796137886645,-1.9731744856680598,0,A
2.54218965527404,-1.9156504734400375,0.2349778748162469,1.7004776614471435,2.0743372384860663,1,A
0.3012606834761887,-0.7305421513857951,-0.4873894162901053,-1.08208681351158,-0.8228400772783984,0,B
0.3032512190427038,0.1677720738171402,0.16984469724903012,0.5252856112634569,1.6855844799494717,1,B
1.7565315688212126,-1.9960371460381552,1.0544121122194114,0.029168284899363517,-0.12890180227655035,0,B
-1.7462661953372736,0.9138259606024524,-0.44309487395607067,-2.8319399284741515,-1.571623210874448,0,A
1.2590117111689207,-0.4468525589868122,2.569907035475335,0.9926051298558801,0.3218438113679798,1,C
-0.2720571820315808,-0.2840265056259248,0.6198091075303009,-2.063973001758184,-2.242659131337946,0,B
-0.6480793047723832,-0.4805679826923097,0.01424416401371203,-2.407374161936458,0.17534959484628654,0,A
0.35727235119948497,-1.2782191298956973,-0.21645222277144752,-0.9796337105738849,1.9748965069476534,0,A
-0.04731981045475764,1.2823083232044619,-1.1874654017384385,1.3516792112735738,0.12823372722273618,1,A
0.0030209236374082763,-0.8746890102984259,-0.4652168666180802,-1.4514779587544766,0.7803861650614762,0,A
0.262728736495426,-0.8925530322620789,-0.9788142460811394,-0.9447456825303951,0.6185764586330361,0,A
0.6911269787316171,0.4726074974153054,0.3770920937424761,1.177459397119478,-0.566647337129476,1,A
0.18147962900163597,-0.7672104130886643,0.5863329755781368,-0.9820865310827187,0.35761104607949024,0,A
-2.4244371895567682,1.5185221714326418,0.8266415353898965,-2.4793426552083795,0.2970143083880592,0,B
0.25941688784930395,-0.9728560844307522,-0.7922983922041061,-1.0285476840987464,0.8410135713849072,0,A
